sample_index,y_true_vb,y_pred_vb
1.000000000000000000e+00,2.421603584289550781e+01,4.162554931640625000e+01
2.000000000000000000e+00,2.776392555236816406e+01,4.162554931640625000e+01
3.000000000000000000e+00,3.105812454223632812e+01,4.406372833251953125e+01
4.000000000000000000e+00,3.411272811889648438e+01,5.338384246826171875e+01
5.000000000000000000e+00,3.694126129150390625e+01,5.492213058471679688e+01
6.000000000000000000e+00,3.955670928955078125e+01,6.032256317138671875e+01
7.000000000000000000e+00,4.197152328491210938e+01,6.056022262573242188e+01
8.000000000000000000e+00,4.419763946533203125e+01,6.356863784790039062e+01
9.000000000000000000e+00,4.624649047851562500e+01,6.095135498046875000e+01
1.000000000000000000e+01,4.812902832031250000e+01,6.297591781616210938e+01
1.100000000000000000e+01,4.985573196411132812e+01,6.438500213623046875e+01
1.200000000000000000e+01,5.143663024902343750e+01,6.766866302490234375e+01
1.300000000000000000e+01,5.288129806518554688e+01,6.101998138427734375e+01
1.400000000000000000e+01,5.419889831542968750e+01,6.546509552001953125e+01
1.500000000000000000e+01,5.539816284179687500e+01,6.616448211669921875e+01
1.600000000000000000e+01,5.648743057250976562e+01,6.398275756835937500e+01
1.700000000000000000e+01,5.747465133666992188e+01,6.829950714111328125e+01
1.800000000000000000e+01,5.836740112304687500e+01,7.028845214843750000e+01
1.900000000000000000e+01,5.917288589477539062e+01,7.231443023681640625e+01
2.000000000000000000e+01,5.989796066284179688e+01,7.077548980712890625e+01
2.100000000000000000e+01,6.054914855957031250e+01,7.439000701904296875e+01
2.200000000000000000e+01,6.113263320922851562e+01,7.464104461669921875e+01
2.300000000000000000e+01,6.165428543090820312e+01,7.690380859375000000e+01
2.400000000000000000e+01,6.211966705322265625e+01,7.666087341308593750e+01
2.500000000000000000e+01,6.253404998779296875e+01,7.720465087890625000e+01
2.600000000000000000e+01,6.290241622924804688e+01,7.824119567871093750e+01
2.700000000000000000e+01,6.322946929931640625e+01,7.719488525390625000e+01
2.800000000000000000e+01,6.351964950561523438e+01,7.984703826904296875e+01
2.900000000000000000e+01,6.377986526489257812e+01,7.639376068115234375e+01
3.000000000000000000e+01,6.402124786376953125e+01,7.834276580810546875e+01
3.100000000000000000e+01,6.424612426757812500e+01,7.853763580322265625e+01
3.200000000000000000e+01,6.445668029785156250e+01,7.976154327392578125e+01
3.300000000000000000e+01,6.465493774414062500e+01,7.080933380126953125e+01
3.400000000000000000e+01,6.484280395507812500e+01,7.417020416259765625e+01
3.500000000000000000e+01,6.502204132080078125e+01,7.563828277587890625e+01
3.600000000000000000e+01,6.519428253173828125e+01,7.612228393554687500e+01
3.700000000000000000e+01,6.536104583740234375e+01,7.683663940429687500e+01
3.800000000000000000e+01,6.552373504638671875e+01,7.727352905273437500e+01
3.900000000000000000e+01,6.568362426757812500e+01,7.667671966552734375e+01
4.000000000000000000e+01,6.584190368652343750e+01,7.895148468017578125e+01
4.100000000000000000e+01,6.599964141845703125e+01,7.839778900146484375e+01
4.200000000000000000e+01,6.615782928466796875e+01,7.898268890380859375e+01
4.300000000000000000e+01,6.631735229492187500e+01,7.999195861816406250e+01
4.400000000000000000e+01,6.647900390625000000e+01,7.926654815673828125e+01
4.500000000000000000e+01,6.664350128173828125e+01,8.021466827392578125e+01
4.600000000000000000e+01,6.681148529052734375e+01,7.935208892822265625e+01
4.700000000000000000e+01,6.698351287841796875e+01,8.071399688720703125e+01
4.800000000000000000e+01,6.716006469726562500e+01,8.202629852294921875e+01
4.900000000000000000e+01,6.734156799316406250e+01,8.108329010009765625e+01
5.000000000000000000e+01,6.752837371826171875e+01,8.177478790283203125e+01
5.100000000000000000e+01,6.772076416015625000e+01,8.361855316162109375e+01
5.200000000000000000e+01,6.791898345947265625e+01,8.148065185546875000e+01
5.300000000000000000e+01,6.812320709228515625e+01,8.281760406494140625e+01
5.400000000000000000e+01,6.833356475830078125e+01,8.260265350341796875e+01
5.500000000000000000e+01,6.855013275146484375e+01,8.425458526611328125e+01
5.600000000000000000e+01,6.877294921875000000e+01,8.383222198486328125e+01
5.700000000000000000e+01,6.900200653076171875e+01,8.422601318359375000e+01
5.800000000000000000e+01,6.923724365234375000e+01,8.438724517822265625e+01
5.900000000000000000e+01,6.947859954833984375e+01,8.401366424560546875e+01
6.000000000000000000e+01,6.972592926025390625e+01,8.456459808349609375e+01
6.100000000000000000e+01,6.997909545898437500e+01,8.542782592773437500e+01
6.200000000000000000e+01,7.023792266845703125e+01,8.525857543945312500e+01
6.300000000000000000e+01,7.050218963623046875e+01,8.586351776123046875e+01
6.400000000000000000e+01,7.077166748046875000e+01,8.550767517089843750e+01
6.500000000000000000e+01,7.104609680175781250e+01,8.546414184570312500e+01
6.600000000000000000e+01,7.132521057128906250e+01,8.658473968505859375e+01
6.700000000000000000e+01,7.162235260009765625e+01,8.936143493652343750e+01
6.800000000000000000e+01,7.201186370849609375e+01,8.971657562255859375e+01
6.900000000000000000e+01,7.241093444824218750e+01,8.873781585693359375e+01
7.000000000000000000e+01,7.281906127929687500e+01,9.022293853759765625e+01
7.100000000000000000e+01,7.323573303222656250e+01,8.862633514404296875e+01
7.200000000000000000e+01,7.366040039062500000e+01,8.955096435546875000e+01
7.300000000000000000e+01,7.409249877929687500e+01,8.906586456298828125e+01
